
3512064000 bytes (3.5 GB, 3.3 GiB) copied, 337 s, 10.4 MB/s
3522519040 bytes (3.5 GB, 3.3 GiB) copied, 338 s, 10.4 MB/s
3532128256 bytes (3.5 GB, 3.3 GiB) copied, 339 s, 10.4 MB/s
3542630912 bytes (3.5 GB, 3.3 GiB) copied, 340 s, 10.4 MB/s
3552902144 bytes (3.6 GB, 3.3 GiB) copied, 341 s, 10.4 MB/s
3563781632 bytes (3.6 GB, 3.3 GiB) copied, 342 s, 10.4 MB/s
3574164992 bytes (3.6 GB, 3.3 GiB) copied, 343 s, 10.4 MB/s
3584580096 bytes (3.6 GB, 3.3 GiB) copied, 344 s, 10.4 MB/s
3595124224 bytes (3.6 GB, 3.3 GiB) copied, 345 s, 10.4 MB/s
3605660160 bytes (3.6 GB, 3.4 GiB) copied, 346 s, 10.4 MB/s
3615421440 bytes (3.6 GB, 3.4 GiB) copied, 347 s, 10.4 MB/s
3625262080 bytes (3.6 GB, 3.4 GiB) copied, 348 s, 10.4 MB/s
3635282432 bytes (3.6 GB, 3.4 GiB) copied, 349 s, 10.4 MB/s
3643434496 bytes (3.6 GB, 3.4 GiB) copied, 350 s, 10.4 MB/s
3654295552 bytes (3.7 GB, 3.4 GiB) copied, 351 s, 10.4 MB/s
3664990720 bytes (3.7 GB, 3.4 GiB) copied, 352 s, 10.4 MB/s
3675832832 bytes (3.7 GB, 3.4 GiB) copied, 353 s, 10.4 MB/s
3686605312 bytes (3.7 GB, 3.4 GiB) copied, 354 s, 10.4 MB/s
3697242112 bytes (3.7 GB, 3.4 GiB) copied, 355 s, 10.4 MB/s
3707855360 bytes (3.7 GB, 3.5 GiB) copied, 356 s, 10.4 MB/s
3718103552 bytes (3.7 GB, 3.5 GiB) copied, 357 s, 10.4 MB/s
3728916992 bytes (3.7 GB, 3.5 GiB) copied, 358 s, 10.4 MB/s
3738524160 bytes (3.7 GB, 3.5 GiB) copied, 359 s, 10.4 MB/s
3749149696 bytes (3.7 GB, 3.5 GiB) copied, 360 s, 10.4 MB/s
3760203776 bytes (3.8 GB, 3.5 GiB) copied, 361 s, 10.4 MB/s
3770669056 bytes (3.8 GB, 3.5 GiB) copied, 362 s, 10.4 MB/s
3781670400 bytes (3.8 GB, 3.5 GiB) copied, 363 s, 10.4 MB/s
3792381952 bytes (3.8 GB, 3.5 GiB) copied, 364 s, 10.4 MB/s
3803382272 bytes (3.8 GB, 3.5 GiB) copied, 365 s, 10.4 MB/s
3813949952 bytes (3.8 GB, 3.6 GiB) copied, 366 s, 10.4 MB/s
3824661504 bytes (3.8 GB, 3.6 GiB) copied, 367 s, 10.4 MB/s
3835014144 bytes (3.8 GB, 3.6 GiB) copied, 368 s, 10.4 MB/s
3844424192 bytes (3.8 GB, 3.6 GiB) copied, 369 s, 10.4 MB/s
3855255552 bytes (3.9 GB, 3.6 GiB) copied, 370 s, 10.4 MB/s
3866051072 bytes (3.9 GB, 3.6 GiB) copied, 371 s, 10.4 MB/s
3876586496 bytes (3.9 GB, 3.6 GiB) copied, 372 s, 10.4 MB/s
3887076352 bytes (3.9 GB, 3.6 GiB) copied, 373 s, 10.4 MB/s
3897847808 bytes (3.9 GB, 3.6 GiB) copied, 374 s, 10.4 MB/s
3908321792 bytes (3.9 GB, 3.6 GiB) copied, 375 s, 10.4 MB/s
3918977536 bytes (3.9 GB, 3.6 GiB) copied, 376 s, 10.4 MB/s
3929276416 bytes (3.9 GB, 3.7 GiB) copied, 377 s, 10.4 MB/s
3939064320 bytes (3.9 GB, 3.7 GiB) copied, 378 s, 10.4 MB/s
3948830720 bytes (3.9 GB, 3.7 GiB) copied, 379 s, 10.4 MB/s
3959439872 bytes (4.0 GB, 3.7 GiB) copied, 380 s, 10.4 MB/s
3970253312 bytes (4.0 GB, 3.7 GiB) copied, 381 s, 10.4 MB/s
3981310464 bytes (4.0 GB, 3.7 GiB) copied, 382 s, 10.4 MB/s
3989435392 bytes (4.0 GB, 3.7 GiB) copied, 383 s, 10.4 MB/s
3999982592 bytes (4.0 GB, 3.7 GiB) copied, 384 s, 10.4 MB/s
4010573824 bytes (4.0 GB, 3.7 GiB) copied, 385 s, 10.4 MB/s
4020865536 bytes (4.0 GB, 3.7 GiB) copied, 386 s, 10.4 MB/s
4031139328 bytes (4.0 GB, 3.8 GiB) copied, 387 s, 10.4 MB/s
4041714176 bytes (4.0 GB, 3.8 GiB) copied, 388 s, 10.4 MB/s
4051845632 bytes (4.1 GB, 3.8 GiB) copied, 389 s, 10.4 MB/s
4062883840 bytes (4.1 GB, 3.8 GiB) copied, 390 s, 10.4 MB/s
4073473536 bytes (4.1 GB, 3.8 GiB) copied, 391 s, 10.4 MB/s
4084285952 bytes (4.1 GB, 3.8 GiB) copied, 392 s, 10.4 MB/s
4095099392 bytes (4.1 GB, 3.8 GiB) copied, 393 s, 10.4 MB/s
4105573888 bytes (4.1 GB, 3.8 GiB) copied, 394 s, 10.4 MB/s
4116358144 bytes (4.1 GB, 3.8 GiB) copied, 395 s, 10.4 MB/s
4126881792 bytes (4.1 GB, 3.8 GiB) copied, 396 s, 10.4 MB/s
4137591296 bytes (4.1 GB, 3.9 GiB) copied, 397 s, 10.4 MB/s
4148429312 bytes (4.1 GB, 3.9 GiB) copied, 398 s, 10.4 MB/s
4158331904 bytes (4.2 GB, 3.9 GiB) copied, 399 s, 10.4 MB/s
4169036288 bytes (4.2 GB, 3.9 GiB) copied, 400 s, 10.4 MB/s
4179640832 bytes (4.2 GB, 3.9 GiB) copied, 401 s, 10.4 MB/s
4190042624 bytes (4.2 GB, 3.9 GiB) copied, 402 s, 10.4 MB/s
4200776192 bytes (4.2 GB, 3.9 GiB) copied, 403 s, 10.4 MB/s
4211391488 bytes (4.2 GB, 3.9 GiB) copied, 404 s, 10.4 MB/s
4221498880 bytes (4.2 GB, 3.9 GiB) copied, 405 s, 10.4 MB/s
4232176128 bytes (4.2 GB, 3.9 GiB) copied, 406 s, 10.4 MB/s
4243104256 bytes (4.2 GB, 4.0 GiB) copied, 407 s, 10.4 MB/s
4253684224 bytes (4.3 GB, 4.0 GiB) copied, 408 s, 10.4 MB/s
4262953472 bytes (4.3 GB, 4.0 GiB) copied, 409 s, 10.4 MB/s
4273780224 bytes (4.3 GB, 4.0 GiB) copied, 410 s, 10.4 MB/s
4283390976 bytes (4.3 GB, 4.0 GiB) copied, 411 s, 10.4 MB/s
4294164992 bytes (4.3 GB, 4.0 GiB) copied, 412 s, 10.4 MB/s
4305289216 bytes (4.3 GB, 4.0 GiB) copied, 413 s, 10.4 MB/s
4316469248 bytes (4.3 GB, 4.0 GiB) copied, 414 s, 10.4 MB/s
4324917248 bytes (4.3 GB, 4.0 GiB) copied, 415 s, 10.4 MB/s
4336073216 bytes (4.3 GB, 4.0 GiB) copied, 416 s, 10.4 MB/s
4346572800 bytes (4.3 GB, 4.0 GiB) copied, 417 s, 10.4 MB/s
4357571072 bytes (4.4 GB, 4.1 GiB) copied, 418 s, 10.4 MB/s
4367174144 bytes (4.4 GB, 4.1 GiB) copied, 419 s, 10.4 MB/s
4377985536 bytes (4.4 GB, 4.1 GiB) copied, 420 s, 10.4 MB/s
4388819456 bytes (4.4 GB, 4.1 GiB) copied, 421 s, 10.4 MB/s
4399697408 bytes (4.4 GB, 4.1 GiB) copied, 422 s, 10.4 MB/s
4410503680 bytes (4.4 GB, 4.1 GiB) copied, 423 s, 10.4 MB/s
4420732928 bytes (4.4 GB, 4.1 GiB) copied, 424 s, 10.4 MB/s
4431790592 bytes (4.4 GB, 4.1 GiB) copied, 425 s, 10.4 MB/s
4442723840 bytes (4.4 GB, 4.1 GiB) copied, 426 s, 10.4 MB/s
4453417472 bytes (4.5 GB, 4.1 GiB) copied, 427 s, 10.4 MB/s
4464230912 bytes (4.5 GB, 4.2 GiB) copied, 428 s, 10.4 MB/s
4473886208 bytes (4.5 GB, 4.2 GiB) copied, 429 s, 10.4 MB/s
4484829184 bytes (4.5 GB, 4.2 GiB) copied, 430 s, 10.4 MB/s
4495579136 bytes (4.5 GB, 4.2 GiB) copied, 431 s, 10.4 MB/s
4506185728 bytes (4.5 GB, 4.2 GiB) copied, 432 s, 10.4 MB/s
4517315072 bytes (4.5 GB, 4.2 GiB) copied, 433 s, 10.4 MB/s
4528468992 bytes (4.5 GB, 4.2 GiB) copied, 434 s, 10.4 MB/s
4539575808 bytes (4.5 GB, 4.2 GiB) copied, 435 s, 10.4 MB/s
4550231040 bytes (4.6 GB, 4.2 GiB) copied, 436 s, 10.4 MB/s
4561060352 bytes (4.6 GB, 4.2 GiB) copied, 437 s, 10.4 MB/s
4571777024 bytes (4.6 GB, 4.3 GiB) copied, 438 s, 10.4 MB/s
4580905984 bytes (4.6 GB, 4.3 GiB) copied, 439 s, 10.4 MB/s
4591737344 bytes (4.6 GB, 4.3 GiB) copied, 440 s, 10.4 MB/s
4601866240 bytes (4.6 GB, 4.3 GiB) copied, 441 s, 10.4 MB/s
4612624384 bytes (4.6 GB, 4.3 GiB) copied, 442 s, 10.4 MB/s
4622722048 bytes (4.6 GB, 4.3 GiB) copied, 443 s, 10.4 MB/s
4633475072 bytes (4.6 GB, 4.3 GiB) copied, 444 s, 10.4 MB/s
4644377600 bytes (4.6 GB, 4.3 GiB) copied, 445 s, 10.4 MB/s
4652556800 bytes (4.7 GB, 4.3 GiB) copied, 446 s, 10.4 MB/s
4663264256 bytes (4.7 GB, 4.3 GiB) copied, 447 s, 10.4 MB/s
4674109952 bytes (4.7 GB, 4.4 GiB) copied, 448 s, 10.4 MB/s
4684101120 bytes (4.7 GB, 4.4 GiB) copied, 449 s, 10.4 MB/s
4694829056 bytes (4.7 GB, 4.4 GiB) copied, 450 s, 10.4 MB/s
4705567232 bytes (4.7 GB, 4.4 GiB) copied, 451 s, 10.4 MB/s
4716473856 bytes (4.7 GB, 4.4 GiB) copied, 452 s, 10.4 MB/s
4727439872 bytes (4.7 GB, 4.4 GiB) copied, 453 s, 10.4 MB/s
4738253312 bytes (4.7 GB, 4.4 GiB) copied, 454 s, 10.4 MB/s
4748922368 bytes (4.7 GB, 4.4 GiB) copied, 455 s, 10.4 MB/s
4759880192 bytes (4.8 GB, 4.4 GiB) copied, 456 s, 10.4 MB/s
4770693632 bytes (4.8 GB, 4.4 GiB) copied, 457 s, 10.4 MB/s
4781399552 bytes (4.8 GB, 4.5 GiB) copied, 458 s, 10.4 MB/s
4791181312 bytes (4.8 GB, 4.5 GiB) copied, 459 s, 10.4 MB/s
4801905152 bytes (4.8 GB, 4.5 GiB) copied, 460 s, 10.4 MB/s
4812544000 bytes (4.8 GB, 4.5 GiB) copied, 461 s, 10.4 MB/s
4823040512 bytes (4.8 GB, 4.5 GiB) copied, 462 s, 10.4 MB/s
4833587712 bytes (4.8 GB, 4.5 GiB) copied, 463 s, 10.4 MB/s
4844427776 bytes (4.8 GB, 4.5 GiB) copied, 464 s, 10.4 MB/s
4855444992 bytes (4.9 GB, 4.5 GiB) copied, 465 s, 10.4 MB/s
4866337792 bytes (4.9 GB, 4.5 GiB) copied, 466 s, 10.4 MB/s
4877353472 bytes (4.9 GB, 4.5 GiB) copied, 467 s, 10.4 MB/s
4887921152 bytes (4.9 GB, 4.6 GiB) copied, 468 s, 10.4 MB/s
4897875456 bytes (4.9 GB, 4.6 GiB) copied, 469 s, 10.4 MB/s
4908094464 bytes (4.9 GB, 4.6 GiB) copied, 470 s, 10.4 MB/s
4918641152 bytes (4.9 GB, 4.6 GiB) copied, 471 s, 10.4 MB/s
4929089024 bytes (4.9 GB, 4.6 GiB) copied, 472 s, 10.4 MB/s
4939627008 bytes (4.9 GB, 4.6 GiB) copied, 473 s, 10.4 MB/s
4949815808 bytes (4.9 GB, 4.6 GiB) copied, 474 s, 10.4 MB/s
4960228864 bytes (5.0 GB, 4.6 GiB) copied, 475 s, 10.4 MB/s
4970316800 bytes (5.0 GB, 4.6 GiB) copied, 476 s, 10.4 MB/s
4980798976 bytes (5.0 GB, 4.6 GiB) copied, 477 s, 10.4 MB/s
4991834112 bytes (5.0 GB, 4.6 GiB) copied, 478 s, 10.4 MB/s
4998416896 bytes (5.0 GB, 4.7 GiB) copied, 479 s, 10.4 MB/s
5008997376 bytes (5.0 GB, 4.7 GiB) copied, 480 s, 10.4 MB/s
5019402752 bytes (5.0 GB, 4.7 GiB) copied, 481 s, 10.4 MB/s
5029683200 bytes (5.0 GB, 4.7 GiB) copied, 482 s, 10.4 MB/s
5039995392 bytes (5.0 GB, 4.7 GiB) copied, 483 s, 10.4 MB/s
5050860032 bytes (5.1 GB, 4.7 GiB) copied, 484 s, 10.4 MB/s
5061154304 bytes (5.1 GB, 4.7 GiB) copied, 485 s, 10.4 MB/s
5071659520 bytes (5.1 GB, 4.7 GiB) copied, 486 s, 10.4 MB/s
5082350080 bytes (5.1 GB, 4.7 GiB) copied, 487 s, 10.4 MB/s
5092713472 bytes (5.1 GB, 4.7 GiB) copied, 488 s, 10.4 MB/s
5102446592 bytes (5.1 GB, 4.8 GiB) copied, 489 s, 10.4 MB/s
5112943616 bytes (5.1 GB, 4.8 GiB) copied, 490 s, 10.4 MB/s
5123604992 bytes (5.1 GB, 4.8 GiB) copied, 491 s, 10.4 MB/s
5134418432 bytes (5.1 GB, 4.8 GiB) copied, 492 s, 10.4 MB/s
5144986112 bytes (5.1 GB, 4.8 GiB) copied, 493 s, 10.4 MB/s
5156073984 bytes (5.2 GB, 4.8 GiB) copied, 494 s, 10.4 MB/s
5166858752 bytes (5.2 GB, 4.8 GiB) copied, 495 s, 10.4 MB/s
5177668096 bytes (5.2 GB, 4.8 GiB) copied, 496 s, 10.4 MB/s
5188239872 bytes (5.2 GB, 4.8 GiB) copied, 497 s, 10.4 MB/s
5199233536 bytes (5.2 GB, 4.8 GiB) copied, 498 s, 10.4 MB/s
5208924160 bytes (5.2 GB, 4.9 GiB) copied, 499 s, 10.4 MB/s
5219451392 bytes (5.2 GB, 4.9 GiB) copied, 500 s, 10.4 MB/s
5230019072 bytes (5.2 GB, 4.9 GiB) copied, 501 s, 10.4 MB/s
5240754176 bytes (5.2 GB, 4.9 GiB) copied, 502 s, 10.4 MB/s
5251065344 bytes (5.3 GB, 4.9 GiB) copied, 503 s, 10.4 MB/s
5261476352 bytes (5.3 GB, 4.9 GiB) copied, 504 s, 10.4 MB/s
5271934464 bytes (5.3 GB, 4.9 GiB) copied, 505 s, 10.4 MB/s
5282611712 bytes (5.3 GB, 4.9 GiB) copied, 506 s, 10.4 MB/s
5293323776 bytes (5.3 GB, 4.9 GiB) copied, 507 s, 10.4 MB/s
5303918592 bytes (5.3 GB, 4.9 GiB) copied, 508 s, 10.4 MB/s
5313756160 bytes (5.3 GB, 4.9 GiB) copied, 509 s, 10.4 MB/s
5323964416 bytes (5.3 GB, 5.0 GiB) copied, 510 s, 10.4 MB/s
5334912512 bytes (5.3 GB, 5.0 GiB) copied, 511 s, 10.4 MB/s
5345306112 bytes (5.3 GB, 5.0 GiB) copied, 512 s, 10.4 MB/s
5355848192 bytes (5.4 GB, 5.0 GiB) copied, 513 s, 10.4 MB/s
5366907392 bytes (5.4 GB, 5.0 GiB) copied, 514 s, 10.4 MB/s
5376246272 bytes (5.4 GB, 5.0 GiB) copied, 515 s, 10.4 MB/s
5386232832 bytes (5.4 GB, 5.0 GiB) copied, 516 s, 10.4 MB/s
5397135872 bytes (5.4 GB, 5.0 GiB) copied, 517 s, 10.4 MB/s
5408195072 bytes (5.4 GB, 5.0 GiB) copied, 518 s, 10.4 MB/s
5417894400 bytes (5.4 GB, 5.0 GiB) copied, 519 s, 10.4 MB/s
5428705792 bytes (5.4 GB, 5.1 GiB) copied, 520 s, 10.4 MB/s
5439557632 bytes (5.4 GB, 5.1 GiB) copied, 521 s, 10.4 MB/s
5450465792 bytes (5.5 GB, 5.1 GiB) copied, 522 s, 10.4 MB/s
5461391872 bytes (5.5 GB, 5.1 GiB) copied, 523 s, 10.4 MB/s
5472338432 bytes (5.5 GB, 5.1 GiB) copied, 524 s, 10.4 MB/s
5483275264 bytes (5.5 GB, 5.1 GiB) copied, 525 s, 10.4 MB/s
5493629440 bytes (5.5 GB, 5.1 GiB) copied, 526 s, 10.4 MB/s
5504007168 bytes (5.5 GB, 5.1 GiB) copied, 527 s, 10.4 MB/s
5514854912 bytes (5.5 GB, 5.1 GiB) copied, 528 s, 10.4 MB/s
5524787200 bytes (5.5 GB, 5.1 GiB) copied, 529 s, 10.4 MB/s
5535692800 bytes (5.5 GB, 5.2 GiB) copied, 530 s, 10.4 MB/s
5546384896 bytes (5.5 GB, 5.2 GiB) copied, 531 s, 10.4 MB/s
5557371392 bytes (5.6 GB, 5.2 GiB) copied, 532 s, 10.4 MB/s
5568430592 bytes (5.6 GB, 5.2 GiB) copied, 533 s, 10.4 MB/s
5578998272 bytes (5.6 GB, 5.2 GiB) copied, 534 s, 10.4 MB/s
5589330944 bytes (5.6 GB, 5.2 GiB) copied, 535 s, 10.4 MB/s
5599775744 bytes (5.6 GB, 5.2 GiB) copied, 536 s, 10.4 MB/s
5609650688 bytes (5.6 GB, 5.2 GiB) copied, 537 s, 10.4 MB/s
5620040192 bytes (5.6 GB, 5.2 GiB) copied, 538 s, 10.4 MB/s
5629643264 bytes (5.6 GB, 5.2 GiB) copied, 539 s, 10.4 MB/s
5640533504 bytes (5.6 GB, 5.3 GiB) copied, 540 s, 10.4 MB/s
5651466240 bytes (5.7 GB, 5.3 GiB) copied, 541 s, 10.4 MB/s
5662427648 bytes (5.7 GB, 5.3 GiB) copied, 542 s, 10.4 MB/s
5672632832 bytes (5.7 GB, 5.3 GiB) copied, 543 s, 10.4 MB/s
5683446272 bytes (5.7 GB, 5.3 GiB) copied, 544 s, 10.4 MB/s
5694024704 bytes (5.7 GB, 5.3 GiB) copied, 545 s, 10.4 MB/s
5704814592 bytes (5.7 GB, 5.3 GiB) copied, 546 s, 10.4 MB/s
5715399168 bytes (5.7 GB, 5.3 GiB) copied, 547 s, 10.4 MB/s
5724242432 bytes (5.7 GB, 5.3 GiB) copied, 548 s, 10.4 MB/s
5732360704 bytes (5.7 GB, 5.3 GiB) copied, 549 s, 10.4 MB/s
5743079424 bytes (5.7 GB, 5.3 GiB) copied, 550 s, 10.4 MB/s
5753979392 bytes (5.8 GB, 5.4 GiB) copied, 551 s, 10.4 MB/s
5764469760 bytes (5.8 GB, 5.4 GiB) copied, 552 s, 10.4 MB/s
5775114752 bytes (5.8 GB, 5.4 GiB) copied, 553 s, 10.4 MB/s
5785928192 bytes (5.8 GB, 5.4 GiB) copied, 554 s, 10.4 MB/s
5796741632 bytes (5.8 GB, 5.4 GiB) copied, 555 s, 10.4 MB/s
5807040512 bytes (5.8 GB, 5.4 GiB) copied, 556 s, 10.4 MB/s
5817562624 bytes (5.8 GB, 5.4 GiB) copied, 557 s, 10.4 MB/s
5828591616 bytes (5.8 GB, 5.4 GiB) copied, 558 s, 10.4 MB/s
5838041088 bytes (5.8 GB, 5.4 GiB) copied, 559 s, 10.4 MB/s
5848596992 bytes (5.8 GB, 5.4 GiB) copied, 560 s, 10.4 MB/s
5859393024 bytes (5.9 GB, 5.5 GiB) copied, 561 s, 10.4 MB/s
5870196736 bytes (5.9 GB, 5.5 GiB) copied, 562 s, 10.4 MB/s
5881012736 bytes (5.9 GB, 5.5 GiB) copied, 563 s, 10.4 MB/s
5891664896 bytes (5.9 GB, 5.5 GiB) copied, 564 s, 10.4 MB/s
5902104064 bytes (5.9 GB, 5.5 GiB) copied, 565 s, 10.4 MB/s
5912903168 bytes (5.9 GB, 5.5 GiB) copied, 566 s, 10.4 MB/s
5923555840 bytes (5.9 GB, 5.5 GiB) copied, 567 s, 10.4 MB/s
5934121472 bytes (5.9 GB, 5.5 GiB) copied, 568 s, 10.4 MB/s
5944011776 bytes (5.9 GB, 5.5 GiB) copied, 569 s, 10.4 MB/s
5954765312 bytes (6.0 GB, 5.5 GiB) copied, 570 s, 10.4 MB/s
5964956672 bytes (6.0 GB, 5.6 GiB) copied, 571 s, 10.4 MB/s
5975457280 bytes (6.0 GB, 5.6 GiB) copied, 572 s, 10.4 MB/s
5986222592 bytes (6.0 GB, 5.6 GiB) copied, 573 s, 10.4 MB/s
5996792320 bytes (6.0 GB, 5.6 GiB) copied, 574 s, 10.4 MB/s
6007899136 bytes (6.0 GB, 5.6 GiB) copied, 575 s, 10.4 MB/s
6018908672 bytes (6.0 GB, 5.6 GiB) copied, 576 s, 10.4 MB/s
6029967872 bytes (6.0 GB, 5.6 GiB) copied, 577 s, 10.5 MB/s
6040770048 bytes (6.0 GB, 5.6 GiB) copied, 578 s, 10.5 MB/s
6050508288 bytes (6.1 GB, 5.6 GiB) copied, 579 s, 10.4 MB/s
6059263488 bytes (6.1 GB, 5.6 GiB) copied, 580 s, 10.4 MB/s
6070149632 bytes (6.1 GB, 5.7 GiB) copied, 581 s, 10.4 MB/s
6081045504 bytes (6.1 GB, 5.7 GiB) copied, 582 s, 10.4 MB/s
6091607040 bytes (6.1 GB, 5.7 GiB) copied, 583 s, 10.4 MB/s
6102152192 bytes (6.1 GB, 5.7 GiB) copied, 584 s, 10.4 MB/s
6112950272 bytes (6.1 GB, 5.7 GiB) copied, 585 s, 10.4 MB/s
6123602432 bytes (6.1 GB, 5.7 GiB) copied, 586 s, 10.4 MB/s
6128517632 bytes (6.1 GB, 5.7 GiB) copied, 587 s, 10.4 MB/s
6139493376 bytes (6.1 GB, 5.7 GiB) copied, 588 s, 10.4 MB/s
6149344768 bytes (6.1 GB, 5.7 GiB) copied, 589 s, 10.4 MB/s
6160232448 bytes (6.2 GB, 5.7 GiB) copied, 590 s, 10.4 MB/s
6170542592 bytes (6.2 GB, 5.7 GiB) copied, 591 s, 10.4 MB/s
6180477440 bytes (6.2 GB, 5.8 GiB) copied, 592 s, 10.4 MB/s
6190940672 bytes (6.2 GB, 5.8 GiB) copied, 593 s, 10.4 MB/s
6201508352 bytes (6.2 GB, 5.8 GiB) copied, 594 s, 10.4 MB/s
6212076032 bytes (6.2 GB, 5.8 GiB) copied, 595 s, 10.4 MB/s
6222643712 bytes (6.2 GB, 5.8 GiB) copied, 596 s, 10.4 MB/s
6233084416 bytes (6.2 GB, 5.8 GiB) copied, 597 s, 10.4 MB/s
6243678208 bytes (6.2 GB, 5.8 GiB) copied, 598 s, 10.4 MB/s
6253765120 bytes (6.3 GB, 5.8 GiB) copied, 599 s, 10.4 MB/s
6263852544 bytes (6.3 GB, 5.8 GiB) copied, 600 s, 10.4 MB/s
6274744832 bytes (6.3 GB, 5.8 GiB) copied, 601 s, 10.4 MB/s
6285558272 bytes (6.3 GB, 5.9 GiB) copied, 602 s, 10.4 MB/s
6295992832 bytes (6.3 GB, 5.9 GiB) copied, 603 s, 10.4 MB/s
6306683904 bytes (6.3 GB, 5.9 GiB) copied, 604 s, 10.4 MB/s
6317507072 bytes (6.3 GB, 5.9 GiB) copied, 605 s, 10.4 MB/s
6328074752 bytes (6.3 GB, 5.9 GiB) copied, 606 s, 10.4 MB/s
6339083264 bytes (6.3 GB, 5.9 GiB) copied, 607 s, 10.4 MB/s
6348581888 bytes (6.3 GB, 5.9 GiB) copied, 608 s, 10.4 MB/s
6358105088 bytes (6.4 GB, 5.9 GiB) copied, 609 s, 10.4 MB/s
6369244672 bytes (6.4 GB, 5.9 GiB) copied, 610 s, 10.4 MB/s
6379938816 bytes (6.4 GB, 5.9 GiB) copied, 611 s, 10.4 MB/s
6390989312 bytes (6.4 GB, 6.0 GiB) copied, 612 s, 10.4 MB/s
6401977344 bytes (6.4 GB, 6.0 GiB) copied, 613 s, 10.4 MB/s
6409955840 bytes (6.4 GB, 6.0 GiB) copied, 614 s, 10.4 MB/s
6421131264 bytes (6.4 GB, 6.0 GiB) copied, 615 s, 10.4 MB/s
6431785472 bytes (6.4 GB, 6.0 GiB) copied, 616 s, 10.4 MB/s
6442598912 bytes (6.4 GB, 6.0 GiB) copied, 617 s, 10.4 MB/s
6453573632 bytes (6.5 GB, 6.0 GiB) copied, 618 s, 10.4 MB/s
6463488512 bytes (6.5 GB, 6.0 GiB) copied, 619 s, 10.4 MB/s
6474132992 bytes (6.5 GB, 6.0 GiB) copied, 620 s, 10.4 MB/s
6484789248 bytes (6.5 GB, 6.0 GiB) copied, 621 s, 10.4 MB/s
6495656448 bytes (6.5 GB, 6.0 GiB) copied, 622 s, 10.4 MB/s
6506194432 bytes (6.5 GB, 6.1 GiB) copied, 623 s, 10.4 MB/s
6516326912 bytes (6.5 GB, 6.1 GiB) copied, 624 s, 10.4 MB/s
6526674944 bytes (6.5 GB, 6.1 GiB) copied, 625 s, 10.4 MB/s
6537244160 bytes (6.5 GB, 6.1 GiB) copied, 626 s, 10.4 MB/s
6547834880 bytes (6.5 GB, 6.1 GiB) copied, 627 s, 10.4 MB/s
6558682112 bytes (6.6 GB, 6.1 GiB) copied, 628 s, 10.4 MB/s
6568559104 bytes (6.6 GB, 6.1 GiB) copied, 629 s, 10.4 MB/s
6579385344 bytes (6.6 GB, 6.1 GiB) copied, 630 s, 10.4 MB/s
6590024704 bytes (6.6 GB, 6.1 GiB) copied, 631 s, 10.4 MB/s
6600666112 bytes (6.6 GB, 6.1 GiB) copied, 632 s, 10.4 MB/s
6611190272 bytes (6.6 GB, 6.2 GiB) copied, 633 s, 10.4 MB/s
6622015488 bytes (6.6 GB, 6.2 GiB) copied, 634 s, 10.4 MB/s
6632729600 bytes (6.6 GB, 6.2 GiB) copied, 635 s, 10.4 MB/s
6643491840 bytes (6.6 GB, 6.2 GiB) copied, 636 s, 10.4 MB/s
6654249984 bytes (6.7 GB, 6.2 GiB) copied, 637 s, 10.4 MB/s
6664807424 bytes (6.7 GB, 6.2 GiB) copied, 638 s, 10.4 MB/s
6674766848 bytes (6.7 GB, 6.2 GiB) copied, 639 s, 10.4 MB/s
6684815360 bytes (6.7 GB, 6.2 GiB) copied, 640 s, 10.4 MB/s
6695567872 bytes (6.7 GB, 6.2 GiB) copied, 641 s, 10.4 MB/s
6706219008 bytes (6.7 GB, 6.2 GiB) copied, 642 s, 10.4 MB/s
6716845568 bytes (6.7 GB, 6.3 GiB) copied, 643 s, 10.4 MB/s
6727316480 bytes (6.7 GB, 6.3 GiB) copied, 644 s, 10.4 MB/s
6735065600 bytes (6.7 GB, 6.3 GiB) copied, 645 s, 10.4 MB/s
6746044928 bytes (6.7 GB, 6.3 GiB) copied, 646 s, 10.4 MB/s
6756434432 bytes (6.8 GB, 6.3 GiB) copied, 647 s, 10.4 MB/s
6767208448 bytes (6.8 GB, 6.3 GiB) copied, 648 s, 10.4 MB/s
6777260032 bytes (6.8 GB, 6.3 GiB) copied, 649 s, 10.4 MB/s
6788011008 bytes (6.8 GB, 6.3 GiB) copied, 650 s, 10.4 MB/s
6798640128 bytes (6.8 GB, 6.3 GiB) copied, 651 s, 10.4 MB/s
6809503232 bytes (6.8 GB, 6.3 GiB) copied, 652 s, 10.4 MB/s
6820332032 bytes (6.8 GB, 6.4 GiB) copied, 653 s, 10.4 MB/s
6830899712 bytes (6.8 GB, 6.4 GiB) copied, 654 s, 10.4 MB/s
6842204672 bytes (6.8 GB, 6.4 GiB) copied, 655 s, 10.4 MB/s
6853509632 bytes (6.9 GB, 6.4 GiB) copied, 656 s, 10.4 MB/s
6864315392 bytes (6.9 GB, 6.4 GiB) copied, 657 s, 10.4 MB/s
6875136512 bytes (6.9 GB, 6.4 GiB) copied, 658 s, 10.4 MB/s
6884880384 bytes (6.9 GB, 6.4 GiB) copied, 659 s, 10.4 MB/s
6895759872 bytes (6.9 GB, 6.4 GiB) copied, 660 s, 10.4 MB/s
6906522624 bytes (6.9 GB, 6.4 GiB) copied, 661 s, 10.4 MB/s
